grid.nam,latitude,longitude,elevation,all_flower_mid,all_fruit_mid,development_time,development_time_herb,development_time_WD,flower_herb_mid,flower_WD_mid,fruit_herb_mid,fruiting_WD_mid,all_flower_var,flower_herb_var,flower_WD_var,all_fruit_var,fruit_herb_var,fruit_WD_var,MAT,TCQ,MAP,PDM,TS,PS,accu_2019
748,40.04,77.38,1666.11,195.64,218.69,25.2,21.1,41.1,200.3,175,219.7,214.8,0.17,0.15,0.17,0.11,0.11,0.09,281.95349,266.48382,100.32,1.38646,109.486,67.536,3617.377797
749,40.28,78.53,1695.69,196.81,220.85,25.5,22.5,37.2,201.8,174.8,223.5,210.3,0.17,0.15,0.16,0.11,0.11,0.09,281.9435,266.81628,101.39,0.592969,107.649,81.9476,3579.999765
750,40.51,79.69,1228.95,197.38,220.84,25.4,21.7,46.9,201,173.3,221.3,217.7,0.17,0.15,0.18,0.12,0.12,0.15,283.6944,268.25946,69.8201,0.532614,109.939,82.0006,3952.60433
751,40.73,80.85,1040.76,194.34,216.48,23.2,20.1,44,197,172.6,216.8,214.3,0.16,0.14,0.21,0.13,0.12,0.19,284.0344,268.0933,50.9001,0.387217,113.342,84.8679,4089.879213
752,40.94,82.02,986.919,194.34,216.46,22.9,19.8,43.6,197.2,171.9,216.9,213.1,0.16,0.15,0.21,0.13,0.12,0.19,284.617,268.26206,51.6172,0.550055,116.019,79.077,4431.858392
753,41.13,83.2,961.795,198.37,218.7,20.8,17.4,41.1,202.8,164.2,221.4,201.5,0.17,0.14,0.24,0.13,0.11,0.17,285.0547,268.2328,45.5988,0.747459,119.115,76.0299,4547.53937
754,41.32,84.38,929.658,197.91,219.1,22,17.6,43.1,203,167.3,221.2,208.6,0.17,0.14,0.22,0.12,0.11,0.15,284.4847,267.36776,48.3908,0.865702,120.92,83.3905,4429.08385
755,41.5,85.57,975.077,197.3,218.37,22.5,18.1,41.4,201.9,173,219.5,213,0.16,0.14,0.21,0.13,0.11,0.19,284.4316,267.87034,54.6341,0.945067,117.942,82.7637,4235.32042
756,41.67,86.77,1180.7,199.63,219.21,20.4,17.6,38.7,203,172.2,220.6,209.3,0.15,0.13,0.21,0.12,0.1,0.2,283.0293,267.26091,72.8774,0.470611,114.084,87.6622,3584.257988
757,41.82,87.97,1389.44,198.2,219.34,22.2,19.9,37.5,201.6,170.1,221,207.7,0.16,0.13,0.23,0.12,0.11,0.19,280.82077,265.0062,83.7831,0.306504,116.259,83.7957,3366.887267
758,41.97,89.17,988.825,192.22,215.36,24.2,20.5,43.5,196.9,162.4,216.8,207,0.17,0.14,0.21,0.14,0.12,0.23,282.38633,265.55763,50.7997,0.120245,124.907,75.9439,4163.879185
759,42.11,90.38,940.075,192.98,216.09,26.4,24.5,39.8,196.3,160.3,218,193.5,0.18,0.15,0.29,0.17,0.13,0.43,282.90943,265.70042,36.683,0,127.399,78.8014,4342.283383
760,42.23,91.6,877.838,192,217.23,25.6,22.8,47.6,195.3,161.9,218.1,207.5,0.17,0.15,0.2,0.15,0.12,0.33,283.3278,265.97409,33.8593,0,127.612,77.988,4386.87161
761,42.34,92.82,535.439,191.02,217.51,26.4,22.9,51.9,194.4,163.8,217.8,214.5,0.16,0.15,0.12,0.13,0.11,0.26,284.6867,266.56782,27.7214,0.493389,131.605,66.918,4669.939395
762,42.45,94.04,1005.33,191.02,217.51,26.4,22.9,51.9,194.4,163.8,217.8,214.5,0.16,0.15,0.12,0.13,0.11,0.26,282.46431,265.36174,42.7376,1.01365,124.747,71.2244,3953.319295
763,42.54,95.27,1429.37,194.6,219.47,24.4,21.1,50.1,197.8,167.3,219.7,216.9,0.16,0.15,0.14,0.13,0.12,0.24,279.35879,263.77294,62.097,1.00177,116.018,93.5012,3252.94085
764,42.62,96.5,1478.29,187.7,223.04,35.3,21.9,64.1,198.3,160.8,221.3,227.2,0.19,0.15,0.14,0.14,0.12,0.2,278.63596,263.0908,62.9233,1,116.73,100.049,3070.634655
765,42.69,97.73,1339.81,188.78,226.27,35.8,18.7,61.4,204.2,165.6,223.5,230.6,0.23,0.19,0.17,0.13,0.11,0.16,279.35049,263.48033,55.0184,1,119.005,101.381,3405.297528
776,42.74,111.34,1085.84,194.78,220.26,24.5,19.9,51.3,200.1,160.1,221,215.5,0.19,0.17,0.19,0.15,0.13,0.24,277.8109,259.2278,166.207,1.15519,136.17,107.465,3248.901387
777,42.68,112.57,1126.7,192.99,220.53,26.6,21.3,55,199,156.3,221.3,215.9,0.19,0.16,0.17,0.15,0.13,0.26,277.34354,258.9075,196.838,1.69784,134.978,106.519,3138.40373
778,42.6,113.8,1163.85,192.37,219.39,25.9,21.5,52,197,160.1,219.8,216.9,0.19,0.17,0.19,0.16,0.15,0.25,277.0092,259.103,256.537,2.00127,130.881,106.583,2897.62608
779,42.52,115.03,1281,194.97,223.21,27.2,21.5,60.1,199.8,161.4,222.6,227,0.19,0.16,0.19,0.15,0.13,0.26,275.87238,257.791,313.053,2.07993,131.69,104.175,2439.439312
780,42.42,116.25,1348.51,196.93,224.42,28.7,23.9,65.2,201,157.8,223.9,229.1,0.18,0.16,0.21,0.14,0.13,0.24,274.76923,257.0029,371.087,2.09705,129.011,105.618,2214.878167
781,42.32,117.48,1392.85,197.52,224.14,27.9,23.2,66.1,201.6,155.3,223.7,228.4,0.18,0.15,0.21,0.15,0.13,0.25,274.94005,258.4385,449.731,2.09481,121.048,107.181,2266.824445
782,42.2,118.69,851.105,197.16,224.91,29,23.9,65.3,201.8,157.3,224.4,228.9,0.2,0.17,0.2,0.16,0.14,0.26,278.58735,262.4762,425.89,1.63361,119.378,108.92,3002.886605
783,42.07,119.91,623.897,199.04,225.96,28,23.3,62.2,203.7,154.6,226.2,223.7,0.2,0.17,0.18,0.17,0.15,0.32,279.5974,263.21142,451.109,1.78049,121.149,112.859,3274.00194
784,41.94,121.12,267.308,198.19,225.89,30.2,25.5,61.2,204.1,146.5,227.3,213,0.22,0.18,0.18,0.18,0.15,0.38,281.0533,264.58283,497.65,2.15029,121.586,109.745,3570.963245
785,41.79,122.32,59.8947,198.28,225.22,28.8,25.5,57,203.2,144,227.3,198.3,0.24,0.21,0.22,0.21,0.17,0.45,281.67097,264.93193,583.947,3.90497,123.151,101.972,3750.863275
786,41.63,123.52,119.077,190.45,221.2,32.4,24.9,76.8,197,140.9,221.1,221.8,0.24,0.2,0.18,0.22,0.2,0.36,281.14404,264.17556,741.255,6.65703,123.892,98.3009,3654.115503
787,41.46,124.71,492.65,189.67,222.69,34.5,30.1,65.1,195,141.5,224,211.3,0.24,0.21,0.18,0.23,0.2,0.4,278.41775,261.0786,952.166,10.1154,125.296,99.8998,2990.111223
788,41.28,125.9,533.462,190.84,225.3,36.6,31.9,64.3,196.7,144.7,226.6,215.2,0.25,0.21,0.2,0.22,0.18,0.4,278.02616,260.4152,969.814,11.3332,126.323,97.3226,2974.940801
799,38.69,75.45,3436.64,192.91,213.62,21.2,18.6,40.5,195.3,169.7,214.2,209,0.14,0.13,0.16,0.11,0.1,0.15,273.0633217,258.6171,102.808,2.55064,104.375,57.1893,1611.762475
800,38.95,76.58,1279.26,194.76,216.17,22.4,19.9,41.3,197.6,169.3,217.5,207.5,0.15,0.15,0.14,0.11,0.11,0.11,285.2573,270.04831,54.9287,1.7785,108.259,45.9949,4089.401075
801,39.19,77.71,1161.76,195.08,221.33,26.4,24.8,38.3,197.2,178.9,222.7,211.3,0.16,0.16,0.16,0.13,0.13,0.12,285.2878,269.74919,52.5199,0.715694,110.337,64.2144,4079.535265
802,39.43,78.84,1125.3,194.2,220.4,28.3,28.2,29.1,196,184.3,222.5,209.2,0.17,0.17,0.16,0.14,0.13,0.16,285.3373,269.53166,44.754,0,112.312,81.7896,4100.2985
803,39.65,79.99,1096.16,194.58,222.64,29.4,28.8,31.8,197.5,179.9,225.9,207.1,0.18,0.17,0.22,0.12,0.1,0.16,284.9764,269.14197,38.11,0,112.579,87.6163,4262.540285
804,39.87,81.14,1061.67,197.44,218.5,21.8,18.5,43.5,200.1,174.9,218.7,217,0.16,0.14,0.21,0.11,0.11,0.16,284.6094,268.4842,32.9536,0,114.654,90.7091,4345.135493
805,40.07,82.3,1018.21,198.46,220.57,24.2,20.7,45.9,202,172.5,221.1,217,0.17,0.15,0.2,0.12,0.11,0.17,284.8728,268.40518,30.4005,0,117.048,92.096,4450.241428
806,40.27,83.46,968.184,196.35,219.05,22.2,18.5,40.4,200.4,172.3,220.4,211.7,0.17,0.14,0.21,0.1,0.09,0.14,285.1012,268.3048,28.6854,0,119.278,89.9694,4487.175175
807,40.45,84.63,932.73,197.24,219.03,21.4,17.4,43.6,201.5,167.5,220.7,209.1,0.17,0.14,0.22,0.11,0.1,0.18,284.949,268.05407,30.07,0,119.987,90.8875,4338.113865
808,40.63,85.81,906.615,195.46,218.58,22.3,18.3,42.1,199.6,170.6,219.8,211.7,0.16,0.14,0.21,0.09,0.08,0.15,284.9548,268.29786,32.655,0.00906778,118.977,90.0061,4136.350843
809,40.79,86.99,891.816,195.06,218.23,24.8,23.2,31.6,199,176.1,220.6,208.3,0.17,0.14,0.25,0.09,0.09,0.05,284.6457,268.02568,37.1666,0,119.582,91.551,4230.049313
810,40.95,88.17,1133.26,195.06,218.23,24.8,23.2,31.6,199,176.1,220.6,208.3,0.17,0.14,0.25,0.09,0.09,0.05,282.90409,266.4624,44.278,0,119.785,92.3126,3977.239433
811,41.09,89.37,1222.38,194.19,216.54,22.8,19.7,41.6,197.8,166.3,217.6,209.3,0.16,0.13,0.22,0.13,0.12,0.22,282.22458,265.89026,39.088,0,120.47,86.5534,3888.432332
812,41.23,90.56,1064.84,195.51,217.96,23.1,21.5,34.5,197.9,171.4,219.2,206.5,0.16,0.14,0.27,0.14,0.11,0.29,283.04541,266.44294,30.3068,0,122.535,87.474,3998.672335
813,41.35,91.76,1047.41,193.87,217.99,23.8,21.5,41.3,196.6,168.3,218.8,210.8,0.16,0.14,0.22,0.13,0.11,0.25,283.1737,266.51596,28.5601,0,122.54,86.2206,4096.050065
814,41.46,92.97,1176.68,193.43,218.29,24.2,21.5,43.4,196.1,170,218.7,215.1,0.15,0.14,0.16,0.11,0.1,0.2,282.073,265.71471,36.4857,0.654166,120.108,80.7205,3855.658923
815,41.57,94.17,1310.89,183.97,222.48,38.5,23.5,62.2,195.8,162,220.1,226.7,0.19,0.15,0.15,0.15,0.11,0.2,281.08031,265.10454,45.4881,1,117.491,84.465,3543.977575
816,41.66,95.39,1830.07,184.12,222.66,38.3,24.2,61.1,195.5,162.6,220.8,226.1,0.18,0.15,0.15,0.14,0.11,0.2,277.96971,263.1342,70.6441,1,111.288,94.0815,2788.145925
817,41.74,96.6,2007.65,183.69,222.65,39,24.2,65.1,195.2,160.3,220.2,227.6,0.18,0.15,0.13,0.14,0.11,0.2,276.74992,262.4142,84.0392,1,109.073,100.26,2454.015165
818,41.81,97.82,1526.39,188.78,226.27,35.8,18.7,61.4,204.2,165.6,223.5,230.6,0.23,0.19,0.17,0.13,0.11,0.16,278.78615,263.67656,67.5402,1,113.823,101.514,3068.825932
819,41.87,99.03,1196.26,203.76,223.26,18.6,16.8,30,204.6,198.4,221.7,233,0.19,0.19,0.17,0.11,0.11,0.11,280.3613,264.43297,53.688,0.792827,118.763,101.538,3569.23434
820,41.91,100.26,965.457,203.76,223.26,18.6,16.8,30,204.6,198.4,221.7,233,0.19,0.19,0.17,0.11,0.11,0.11,281.63981,264.78955,37.1236,0,125.061,110.106,3945.77632
821,41.95,101.48,967,203.76,223.26,18.6,16.8,30,204.6,198.4,221.7,233,0.19,0.19,0.17,0.11,0.11,0.11,281.989,264.55995,35.9783,0,129.598,106.362,3983.119252
822,41.98,102.7,1116.57,197.18,220.97,23.1,17.9,50.6,201.1,172.7,219.8,227.5,0.18,0.16,0.21,0.13,0.12,0.17,281.55767,264.21983,49.2232,0,129.349,97.8784,3927.406949
825,41.99,106.37,1058.38,192.8,220.07,26.1,21.9,47.6,197,168.2,220.3,218.5,0.2,0.18,0.23,0.15,0.12,0.26,280.03354,263.18748,96.5873,0.872797,125.13,104.028,3636.340731
826,41.97,107.59,1336.16,192.9,218.91,25.2,21.1,48.7,196.8,165.7,219,218.5,0.19,0.17,0.24,0.15,0.13,0.25,278.08185,261.515,146.761,1,123.167,108.752,3120.939035
827,41.94,108.82,1418.72,197.79,219.61,20.9,18.8,38.9,200.9,165.5,220.8,208.2,0.21,0.19,0.26,0.15,0.14,0.23,277.41569,260.7055,198.714,1.24212,123.814,110.554,2911.25771
828,41.9,110.04,1391.17,198.18,219.65,20.8,18.7,38.9,201.3,165.5,220.8,208.2,0.21,0.19,0.26,0.15,0.14,0.23,277.24599,260.4469,233.432,2.01875,123.947,106.671,2844.38946
829,41.85,111.26,1386.95,195.35,220.28,24.1,19.7,50.9,200.4,159.7,221,215,0.2,0.17,0.2,0.15,0.13,0.26,276.80689,259.1103,229.06,2.036,129.482,108.589,2759.030058
830,41.79,112.48,1515.73,194.28,220.36,25.4,20.5,53.6,199.6,158.3,221,216.5,0.19,0.16,0.18,0.15,0.13,0.25,276.16159,258.964,271.208,2.06994,126.16,107.891,2543.852875
831,41.72,113.69,1441.36,194.33,223.05,29.4,24.5,59.3,198.5,163.9,222.3,228.1,0.18,0.16,0.19,0.15,0.14,0.24,276.63379,260.118,323.653,2.15811,121.191,105.079,2565.717925
832,41.64,114.91,1440.15,195.1,224.13,28.8,23.5,61.5,199.5,161.6,223.4,229.2,0.19,0.17,0.2,0.15,0.13,0.27,276.50442,259.5661,371.05,2.97719,124.339,99.0078,2405.598563
833,41.54,116.12,1397.39,195.05,226.55,32.7,25.7,72.4,200.7,156.4,225.7,232.5,0.21,0.18,0.2,0.16,0.14,0.27,275.70752,258.79,437.338,2.788,123.631,102.706,2409.785422
834,41.44,117.32,909.692,192.32,227.6,36.8,29,79,198.2,154.5,225.9,238,0.22,0.19,0.21,0.18,0.16,0.25,278.33592,262.2314,488.795,2.0466,117.746,112.903,2962.268595
835,41.32,118.53,848.8,196.41,226.72,32,25.9,69.7,201.8,156.3,226.2,230.8,0.21,0.18,0.2,0.17,0.15,0.28,279.15291,263.29483,546.947,2.53576,116.444,112.658,3067.442452
836,41.2,119.73,460.59,196.64,226.57,30.3,24.7,69.8,201.2,157,225.7,234.2,0.22,0.2,0.24,0.19,0.17,0.31,280.52606,264.46167,563.511,2.39215,117.917,117.608,3578.148795
837,41.06,120.92,131.057,196.51,225.31,30.2,24.1,63.3,203.3,147.2,226.4,217.3,0.25,0.2,0.21,0.21,0.18,0.41,281.77125,265.82851,568.736,2.43903,117.176,113.811,3766.422961
838,40.91,122.11,8.40625,195.77,223.73,29.2,23.4,66.5,203.5,134.4,226.7,191.7,0.28,0.23,0.18,0.25,0.19,0.5,282.21189,266.03438,645.96,5.81143,118.923,100.752,3880.669449
839,40.76,123.3,284,190.64,225.99,36.3,29,77.6,197,144,226.3,223.7,0.26,0.23,0.23,0.24,0.2,0.47,280.28443,264.18327,824.156,8.71299,117.893,99.4188,3441.804938
840,40.59,124.48,270.211,188.71,223.53,35.2,29.9,71.7,194.4,138.8,224.6,213.3,0.26,0.23,0.17,0.24,0.2,0.44,280.14631,264.12039,1030.02,11.1005,116.695,105.894,3324.511782
852,37.84,75.79,3686.17,194.74,215.09,21.5,18.4,44.1,197.4,170.2,215.6,211.3,0.14,0.12,0.17,0.11,0.1,0.16,272.678623,258.4045,60.1633,0.781615,103.806,62.4155,1398.903293
853,38.1,76.9,1720.55,196.8,217.54,21.5,18.1,43.6,200,170.3,218.5,211.1,0.14,0.13,0.16,0.11,0.1,0.13,283.1665,268.29632,42.5651,0.718526,106.168,61.4782,3625.184647
854,38.34,78.02,1227.27,197.38,218.41,21.5,18,46.3,200.3,171.2,219,213.8,0.14,0.12,0.18,0.1,0.1,0.14,285.4334,270.09418,43.812,0.194824,108.862,68.5084,4169.948673
855,38.57,79.15,1202.97,193.27,220.12,27.9,25.9,38.7,196.5,170.6,222.7,205.6,0.16,0.14,0.21,0.12,0.11,0.13,285.4673,269.84921,36.9946,0,110.833,74.5584,4233.523165
856,38.79,80.28,1174.68,194.95,221.29,28,28.6,25,197.7,179.8,225.2,201.4,0.18,0.16,0.24,0.11,0.1,0.09,285.2235,269.43296,29.5672,0,112.206,87.7673,4356.868145
857,39.01,81.42,1129.03,197.89,218.49,21.4,18.3,42.2,200.4,175.7,218.8,216.3,0.15,0.14,0.21,0.11,0.1,0.15,284.9766,268.88458,25.5312,0,114.499,82.4356,4479.034817
858,39.21,82.56,1094.65,198.59,219.51,21.4,18.4,43.5,200.9,178.6,219.7,218.4,0.15,0.14,0.19,0.11,0.1,0.15,284.8119,268.36175,23.2326,0,117.172,100.142,4497.327698
859,39.4,83.71,1062.72,195.53,218.94,22.9,19.3,42.1,198.5,176.9,219.7,214.2,0.15,0.14,0.18,0.1,0.09,0.17,284.6447,267.93212,21.0072,0,119.045,115.239,4464.4389
860,39.59,84.87,1009.63,192.74,217.43,23.5,19.6,45,196.1,168.8,218.2,212.5,0.15,0.14,0.18,0.1,0.08,0.21,284.6221,267.86919,21.1332,0,119.49,119.969,4328.212623
861,39.76,86.03,956.842,195.46,218.58,22.3,18.3,42.1,199.6,170.6,219.8,211.7,0.16,0.14,0.21,0.09,0.08,0.15,284.7082,268.03083,23.022,0,119.382,119.03,4075.318212
862,39.92,87.2,882.595,198.47,220.11,21.6,18.7,39.1,201.4,176.5,220.9,214.9,0.15,0.14,0.21,0.1,0.09,0.16,284.7263,267.94059,26.719,0,120.61,91.9332,4313.664388
863,40.08,88.38,826.237,197.55,219.54,22.2,19.9,36.8,199.8,179.5,220,216.1,0.15,0.13,0.21,0.1,0.1,0.13,284.7347,267.86662,25.224,0,122.177,92.8933,4412.08027
864,40.22,89.55,800.868,197.55,219.54,22.2,19.9,36.8,199.8,179.5,220,216.1,0.15,0.13,0.21,0.1,0.1,0.13,284.9441,268.21388,21.3865,0,122.29,98.4405,4253.94803
865,40.35,90.74,794.026,196.87,218.95,21.7,20.1,34.1,198.4,181.8,219,218.9,0.14,0.13,0.18,0.11,0.1,0.17,285.0929,268.44027,17.4634,0,121.993,91.8012,4205.631352
866,40.47,91.92,1016.85,196.87,218.95,21.7,20.1,34.1,198.4,181.8,219,218.9,0.14,0.13,0.18,0.11,0.1,0.17,283.9683,267.6593,19.2091,0,119.57,89.8676,4111.083035
867,40.58,93.11,1086.78,192.64,218.83,25.5,22,43,196,173.2,219.1,217,0.16,0.14,0.17,0.12,0.1,0.2,283.2508,267.13031,25.5143,0.223441,117.948,82.4454,4076.614385
868,40.68,94.31,1325.22,187.24,221.7,34.3,22,61.4,196.5,162.3,219.8,226.4,0.18,0.14,0.16,0.13,0.11,0.19,281.61877,265.953,39.5067,1,114.884,84.628,3537.099427
869,40.77,95.5,1463.31,171.78,230.29,56.1,34.3,62.8,200.4,161.8,239.4,227.2,0.19,0.15,0.15,0.16,0.07,0.18,280.8627,265.07266,53.0197,1,116.627,85.4643,3276.28839
870,40.85,96.7,1702.58,174.99,228.5,52.1,27.3,62.8,200.8,161.8,231.3,227.2,0.19,0.12,0.15,0.15,0.09,0.18,279.48853,264.48058,66.0343,1,111.689,83.4273,3031.264545
871,40.92,97.9,1493.91,189.22,225.28,34.6,18.3,60.7,203.8,164.9,223.2,228.8,0.22,0.18,0.18,0.13,0.11,0.17,280.21479,265.10378,68.4452,1,112.42,89.789,3337.354595
872,40.98,99.11,1407.02,200.45,223.36,21.4,17.6,38.3,204.4,184.4,222.8,226,0.21,0.19,0.22,0.12,0.11,0.17,280.22699,264.80393,69.8312,0.999935,114.463,97.0103,3422.033215
873,41.03,100.31,1075.03,200.45,223.36,21.4,17.6,38.3,204.4,184.4,222.8,226,0.21,0.19,0.22,0.12,0.11,0.17,281.85077,265.41976,49.1254,0.241422,121.37,97.8188,3519.949735
874,41.06,101.52,1048.4,197.18,220.97,23.1,17.9,50.6,201.1,172.7,219.8,227.5,0.18,0.16,0.21,0.13,0.12,0.17,282.17209,265.15218,43.664,0,126.189,94.7069,3859.40669
875,41.09,102.73,1219.09,197.18,220.97,23.1,17.9,50.6,201.1,172.7,219.8,227.5,0.18,0.16,0.21,0.13,0.12,0.17,281.22122,264.20029,57.3317,0,126.959,94.7578,3746.916993
876,41.1,103.94,1154.8,195.12,220.1,24.2,19.3,52.2,198.9,170.9,219.1,226,0.19,0.17,0.21,0.14,0.13,0.17,281.08639,263.98825,68.3632,0,127.087,99.9612,3735.711515
877,41.11,105.15,1147.05,194.62,220.43,25.2,20.2,53.9,198.5,168.4,219.6,225.6,0.19,0.17,0.21,0.15,0.14,0.2,280.9057,264.04208,81.5814,0,125.086,104.457,3669.257192
878,41.1,106.35,1499.4,194.34,219.93,25.9,20.9,53.4,198.3,167.8,219.2,224.4,0.19,0.17,0.22,0.15,0.14,0.2,278.93713,262.7862,122.066,0.592271,120.294,102.371,3089.403215
879,41.08,107.56,1151.06,194,218.72,25.6,21.9,44.6,198.2,168.4,219.1,216.4,0.19,0.17,0.24,0.15,0.14,0.24,279.99909,263.70649,154.124,0.293378,120.39,108.978,2909.037625
880,41.06,108.77,1183.78,196.41,221.76,25.7,20.5,50.9,201.3,166.6,221.9,221,0.19,0.16,0.24,0.15,0.14,0.22,279.293,262.7616,228.552,1.03177,121.545,110.826,2910.812403
881,41.02,109.98,1532.15,196.03,221.03,25.7,21.4,53.6,199.6,167.1,220.5,224.5,0.19,0.17,0.23,0.15,0.14,0.2,277.05404,260.5893,303.071,2.3422,120.592,106.321,2796.01859
882,40.97,111.18,1489.46,196.56,220.78,24.6,20.4,56.3,200.3,161.7,220.6,222.2,0.19,0.17,0.21,0.16,0.14,0.25,276.60877,259.7985,342.512,2.93392,122.149,106.848,2615.866935
883,40.91,112.39,1586.77,197.07,221.69,25.2,20.5,62.1,201,158.6,221.3,225.4,0.19,0.17,0.18,0.16,0.14,0.26,276.54499,260.6475,377.297,2.4693,116.47,107.509,2444.636435
884,40.84,113.59,1418.47,196.31,225.54,28.8,22.1,67.2,201.2,161.4,224.1,234.8,0.19,0.17,0.2,0.16,0.14,0.24,277.47589,261.8638,365.141,2.86848,114.658,103.741,2651.07749
885,40.75,114.79,1172.68,195.68,227.78,32.6,24.4,73.1,201.4,160.5,225.9,238.5,0.21,0.19,0.21,0.16,0.14,0.25,279.37285,263.35435,395.606,2.77465,117.822,102.614,2930.174905
886,40.66,115.98,898,193.32,227.01,33.4,24.5,76.2,199.8,155.9,225.1,237.4,0.22,0.19,0.2,0.18,0.16,0.27,280.07248,264.2927,474.83,2.92936,116.154,113.296,3204.991308
887,40.56,117.17,492.108,193.71,227.14,33.8,24.2,82.3,200.4,153.2,225,240.1,0.24,0.2,0.21,0.2,0.17,0.31,281.73261,266.32313,556.261,2.72895,112.912,125.677,3657.14187
888,40.44,118.36,380.462,194.83,228.66,34.6,24.8,81.5,201.8,154.3,226.7,240.5,0.24,0.21,0.23,0.2,0.17,0.32,281.95219,266.48687,636.193,3.09353,112.969,123.318,3725.385388
889,40.32,119.55,305.351,194.16,228.39,34.9,26.5,84.5,199.3,155.1,225.5,248.7,0.25,0.22,0.27,0.19,0.17,0.27,281.63333,266.53771,668.232,3.02258,111.222,118.796,3761.665697
891,40.04,121.91,115.654,191.35,224.15,32.1,24.4,68.5,200.2,137.5,226.3,209.1,0.29,0.23,0.23,0.25,0.2,0.47,282.01559,266.66508,681.072,7.91725,112.642,102.238,3849.504687
892,39.89,123.08,128.242,188.16,222.68,34.7,28.7,71.4,194.2,142.6,223.1,218.8,0.27,0.24,0.23,0.26,0.22,0.46,281.58012,266.31986,773.456,9.74519,111.917,98.3398,3624.518211
905,37,76.12,4192.41,195.38,216.03,21.4,18.1,46.5,197.9,170.6,216.3,214.1,0.13,0.12,0.18,0.11,0.1,0.16,270.41256,256.4022,56.4054,0.858164,103.098,56.8569,903.8943723
906,37.25,77.22,2713.08,197.46,218.59,21.5,18,46.3,200.5,171.2,219.3,213.8,0.14,0.12,0.18,0.1,0.1,0.14,278.41283,263.8432,37.3455,0.0246854,105.014,61.3382,2392.873925
907,37.49,78.33,1648.19,197.55,218.29,21,17.1,47.2,200.7,169.3,218.7,215.1,0.14,0.12,0.18,0.1,0.1,0.15,283.9949,268.97512,41.5278,0,106.684,64.8404,3957.368858
908,37.72,79.44,1280.97,198.95,218.58,20.3,17.9,41.6,201.8,163,220,205.2,0.14,0.12,0.2,0.1,0.1,0.13,285.8933,270.60673,35.375,0,108.353,69.3213,4285.533815
909,37.94,80.56,1232.3,199.67,218.62,18.1,15.8,38.6,202,172.3,219.2,213.1,0.14,0.12,0.22,0.1,0.1,0.14,285.6871,270.16001,28.564,0,110.307,75.5922,4418.459175
910,38.15,81.69,1211.06,199.12,218.9,18,16.1,36.1,200.7,180.1,219,218.3,0.13,0.12,0.2,0.1,0.1,0.17,285.1825,269.32786,25.6354,0,113.097,77.1279,4444.417612
911,38.35,82.82,1193.95,195.98,218.22,21.8,18.6,41.9,198.7,175.9,219,212.4,0.14,0.13,0.17,0.1,0.09,0.19,284.6189,268.31931,21.6554,0,116.44,103.916,4490.467678
912,38.54,83.96,1171.5,194.04,218.06,23.3,19.5,45.1,196.9,175.2,218.6,214.7,0.15,0.14,0.18,0.1,0.08,0.2,284.1516,267.58663,19.5009,0,118.384,114.212,4456.937737
913,38.72,85.11,1135.08,192.74,217.43,23.5,19.6,45,196.1,168.8,218.2,212.5,0.15,0.14,0.18,0.1,0.08,0.21,283.9858,267.45678,19.8013,0,118.316,119.309,4364.682113
914,38.89,86.26,1053.68,192.74,217.43,23.5,19.6,45,196.1,168.8,218.2,212.5,0.15,0.14,0.18,0.1,0.08,0.21,284.3197,267.8188,21.5877,0,118.439,125.857,4435.709043
915,39.05,87.41,931.541,197.81,219.86,21.6,18.8,39.9,200.5,175.1,220.3,216.4,0.15,0.14,0.2,0.11,0.1,0.19,284.7419,268.09231,24.7466,0,119.789,96.1136,4510.436358
916,39.2,88.57,1146.21,196.87,218.95,21.7,20.1,34.1,198.4,181.8,219,218.9,0.14,0.13,0.18,0.11,0.1,0.17,283.3448,267.08834,28.34,0,117.924,107.324,4102.197792
917,39.34,89.74,1462.05,196.87,218.95,21.7,20.1,34.1,198.4,181.8,219,218.9,0.14,0.13,0.18,0.11,0.1,0.17,281.87974,266.42217,29.8742,0,113.131,108.266,3641.067053
918,39.47,90.91,1691.21,196.87,218.95,21.7,20.1,34.1,198.4,181.8,219,218.9,0.14,0.13,0.18,0.11,0.1,0.17,280.61279,265.75138,28.3371,0,109.562,107.583,3255.404553
919,39.59,92.08,1669.63,196.87,218.95,21.7,20.1,34.1,198.4,181.8,219,218.9,0.14,0.13,0.18,0.11,0.1,0.17,280.9663,266.03599,20.6754,0,110.262,110.538,3249.199328
920,39.7,93.25,1799.22,186.82,223.8,36.8,19.8,62.2,199.4,163.2,221,228.4,0.18,0.14,0.16,0.13,0.1,0.18,279.67921,264.9869,25.884,0.0370223,108.98,106.932,3142.891035
921,39.8,94.43,1812.87,174.94,232.02,54,30.2,63.3,203.8,162.7,239.7,228.6,0.2,0.17,0.15,0.15,0.06,0.18,280.03226,265.18765,39.7051,0.791771,109.572,88.2345,3205.298765
922,39.89,95.62,2248.53,171.78,230.29,56.1,34.3,62.8,200.4,161.8,239.4,227.2,0.19,0.15,0.15,0.16,0.07,0.18,277.08813,262.6897,75.1678,1,107.249,89.2094,2477.456468
923,39.97,96.8,2260.22,174.99,228.5,52.1,27.3,62.8,200.8,161.8,231.3,227.2,0.19,0.12,0.15,0.15,0.09,0.18,276.86377,262.6388,96.5051,1.00013,105.518,85.2677,2390.28706
