grid.nam,latitude,longitude,elevation,all_flower_mid,all_fruit_mid,development_time,development_time_herb,development_time_WD,flower_herb_mid,flower_WD_mid,fruit_herb_mid,fruiting_WD_mid,all_flower_var,flower_herb_var,flower_WD_var,all_fruit_var,fruit_herb_var,fruit_WD_var,MAT,TCQ,MAP,PDM,TS,PS,accu_2019
924,40.04,97.99,1523.24,180.05,226.69,46.4,27.1,62.3,199.3,160.9,227.8,225.7,0.19,0.12,0.16,0.16,0.11,0.19,280.29239,265.46673,88.7502,1.03363,109.329,86.1759,3031.032267
925,40.1,99.18,1306.86,192.28,222.58,30,19.1,60.6,201.1,164,220.9,227.7,0.19,0.15,0.18,0.13,0.12,0.18,281.4654,266.25619,78.5081,1,111.391,88.4811,3326.954995
926,40.14,100.37,1268.4,196.37,220.89,23.8,17.9,50.7,201.2,171,220.1,224.8,0.18,0.16,0.21,0.13,0.12,0.2,281.31449,265.68886,76.3992,0.70947,114.641,93.2006,3312.874215
927,40.18,101.56,1223.26,197.18,220.97,23.1,17.9,50.6,201.1,172.7,219.8,227.5,0.18,0.16,0.21,0.13,0.12,0.17,281.52044,265.32168,67.7371,0,119.476,95.0029,3535.58698
928,40.2,102.76,1379.8,195.28,220.21,24.1,18.6,53,199.4,170.2,218.9,227.5,0.18,0.16,0.2,0.13,0.12,0.18,280.53928,264.16435,76.8261,0,121.517,94.9099,3528.967218
929,40.22,103.95,1485,195.12,220.1,24.2,19.3,52.2,198.9,170.9,219.1,226,0.19,0.17,0.21,0.14,0.13,0.17,279.86373,263.4413,91.9447,0,121.844,96.3783,3409.520982
930,40.22,105.14,1386.88,195.12,220.1,24.2,19.3,52.2,198.9,170.9,219.1,226,0.19,0.17,0.21,0.14,0.13,0.17,280.20636,263.85639,106.307,0.000131692,121.213,99.2442,3362.87121
931,40.22,106.34,1119.94,195.14,220.25,25.7,20.7,53.5,199.4,167,219.7,223.7,0.19,0.17,0.21,0.15,0.14,0.21,281.34197,265.11436,122.49,0.00866881,119.917,103.914,3284.743317
932,40.2,107.53,1201.77,197.84,221.83,24.7,21.9,40.3,201.9,171.4,223.1,214,0.2,0.17,0.25,0.14,0.12,0.23,280.4863,264.65526,184.01,0.3432,116.622,107.199,3153.34717
933,40.17,108.73,1261.6,198.2,223.19,25,20.4,49.4,203.1,167.5,223.6,220.5,0.19,0.16,0.23,0.14,0.13,0.23,279.8092,263.99799,269.222,0.99908,116.232,109.958,3056.0809
934,40.13,109.92,1220.18,196.07,222.51,27.5,22.2,57.4,200.6,163.9,222,226,0.19,0.16,0.21,0.15,0.13,0.24,279.4058,263.30335,348.874,2.0961,117.459,107.261,3195.063405
935,40.08,111.11,1128.92,196.74,222.34,26.5,20.5,65.3,201.3,159.2,221.2,230.8,0.2,0.17,0.2,0.16,0.14,0.27,279.19734,262.6236,403.891,3.47311,119.506,105.146,3494.580805
936,40.02,112.3,1438.41,197.64,223.53,26.3,19.8,64.6,203,160.6,222.5,230.1,0.19,0.17,0.18,0.15,0.14,0.21,277.67362,262.3665,437.364,3.00718,111.778,105.707,2783.882203
937,39.95,113.48,1227.95,196.67,227.18,30.8,22,71.7,202.9,161.5,225.4,236.4,0.2,0.17,0.2,0.16,0.14,0.23,278.91145,263.61006,397.864,2.70345,112.06,102.379,2952.586725
938,39.87,114.67,1214.84,194,227.2,33.7,24.5,74.8,201,155.6,225.5,236.1,0.23,0.19,0.21,0.18,0.16,0.26,278.6524,263.0261,457.471,3.38752,114.097,101.233,2923.799978
939,39.78,115.85,386.359,193.02,226.09,33.4,23.7,78.5,200,153.4,223.9,237.7,0.23,0.19,0.22,0.2,0.18,0.28,283.3891,268.44,573.226,3.09809,109.996,131.531,4046.78843
940,39.68,117.03,24.8947,196.91,229.81,32.8,22.5,88.6,203.2,154.6,226.5,249.2,0.25,0.21,0.26,0.2,0.18,0.23,285.0401,270.23836,556.082,2.91307,108.816,136.001,4539.129478
941,39.57,118.2,26.6389,197.14,231.69,35,25.5,87.5,203.3,155.4,229.1,247.3,0.25,0.22,0.27,0.19,0.17,0.23,284.3295,269.42988,619.071,3.91664,109.09,128.104,4373.418938
958,36.15,76.45,5022.43,195.36,215.44,20.8,17.3,47.3,197.9,169,215.5,215.1,0.13,0.12,0.18,0.11,0.1,0.18,266.14746,252.6488,70.3832,1.54091,101.048,53.392,306.2542862
959,36.4,77.54,4888.92,195.4,215.82,21.1,17.9,46.2,197.8,170.3,215.9,215.5,0.13,0.12,0.18,0.11,0.11,0.17,266.7519,253.1557,55.2937,0.719945,101.37,73.2785,335.289505
960,36.63,78.63,3717.11,198.82,218.57,20.4,18,41.6,201.6,163,220,205.2,0.14,0.12,0.2,0.1,0.1,0.13,272.85266,258.8615,40.4685,0.0233648,102.448,79.8068,1230.522293
961,36.86,79.74,2191.57,199.29,218.86,19,16.7,39.6,201.7,170.1,219.6,211.5,0.14,0.12,0.23,0.11,0.1,0.14,281.63201,267.09012,33.8101,0,104.251,72.3739,3111.131565
962,37.08,80.84,1409.41,199.12,218.9,18,16.1,36.1,200.7,180.1,219,218.3,0.13,0.12,0.2,0.1,0.1,0.17,285.351,270.35019,32.1853,0,107.005,73.5728,4252.141393
963,37.29,81.96,1378.22,199.03,219.57,19.1,16.7,40.1,200.7,181.7,219.6,219.6,0.14,0.12,0.2,0.09,0.09,0.15,284.976,269.59607,31.3018,0,110.075,83.1537,4361.90258
964,37.48,83.08,1365.08,194.02,217.72,24.6,21.8,43.3,196.3,176.7,218.4,212.5,0.14,0.13,0.17,0.09,0.07,0.16,284.217,268.3854,28.5822,0,113.5,94.6453,4341.85916
965,37.67,84.21,1430.22,194.04,218.06,23.3,19.5,45.1,196.9,175.2,218.6,214.7,0.15,0.14,0.18,0.1,0.08,0.2,283.07031,267.07518,25.8991,0,114.776,114.117,4255.339605
966,37.85,85.34,1565.73,192.74,217.43,23.5,19.6,45,196.1,168.8,218.2,212.5,0.15,0.14,0.18,0.1,0.08,0.21,281.94455,266.13693,27.9601,0,113.619,119.003,3952.593445
967,38.02,86.48,2337.51,192.74,217.43,23.5,19.6,45,196.1,168.8,218.2,212.5,0.15,0.14,0.18,0.1,0.08,0.21,278.01834,263.0887,46.5408,0.00196251,108.593,115.947,2909.01097
968,38.18,87.62,3001.89,197.81,219.86,21.6,18.8,39.9,200.5,175.1,220.3,216.4,0.15,0.14,0.2,0.11,0.1,0.19,274.141071,260.2002,66.4654,0.010874,102.724,115.628,1978.482687
969,38.33,88.76,3641.24,196.87,218.95,21.7,20.1,34.1,198.4,181.8,219,218.9,0.14,0.13,0.18,0.11,0.1,0.17,271.10974,258.2466,78.9018,0.0130798,96.0774,115.145,1226.540343
970,38.47,89.92,3478.03,197.62,218.26,20.1,18.5,32.3,199.2,181.8,218.4,216.7,0.14,0.13,0.17,0.11,0.1,0.17,271.94673,259.4342,69.5489,0.0106977,93.7871,115.981,1340.383193
971,38.6,91.07,3195.21,197.62,218.26,20.1,18.5,32.3,199.2,181.8,218.4,216.7,0.14,0.13,0.17,0.11,0.1,0.17,273.441659,260.9379,52.4683,0,93.8594,116.689,1587.968375
972,38.72,92.23,2982.26,197.62,218.26,20.1,18.5,32.3,199.2,181.8,218.4,216.7,0.14,0.13,0.17,0.11,0.1,0.17,274.74865,261.8067,33.8134,0,97.6445,117.63,1703.131028
973,38.82,93.39,3177.54,186.91,223.86,36.9,19.3,64.5,199.6,162.5,220.2,230.2,0.18,0.14,0.15,0.13,0.1,0.18,273.827921,260.8597,35.8277,0.0942209,98.73,117.956,1608.423285
974,38.92,94.56,3304.78,177.15,230.06,50.4,23,66.6,203.8,161.2,229.8,230.2,0.19,0.15,0.13,0.15,0.1,0.18,272.859232,260.0275,63.8321,0.664951,97.7461,102.061,1436.333398
975,39.01,95.73,3781.82,189.51,224.94,35.9,17.3,64.3,204.6,162.3,222.5,229,0.18,0.12,0.14,0.12,0.09,0.17,269.86026,257.4911,133.491,1.00801,94.5571,100.075,910.2930475
976,39.09,96.9,3968,192.49,225.54,33.8,19.6,63.3,204,161.2,225,226.8,0.17,0.11,0.15,0.12,0.09,0.19,268.50259,256.1299,202.739,1.00414,94.0344,101.341,692.4162175
977,39.15,98.07,3629.56,194.51,224.1,30.2,19.2,61.5,203.2,161.3,223.7,225.3,0.16,0.12,0.15,0.13,0.1,0.19,268.88667,256.1632,258.063,0.743619,95.5468,104.589,783.6635025
978,39.21,99.25,2387.54,193.96,224.54,31.2,19.1,62.5,203.6,161.1,224,226.2,0.17,0.12,0.14,0.13,0.1,0.19,275.43215,261.7898,195.529,0.870489,100.433,97.049,2051.287363
979,39.26,100.42,1679.74,190.89,222.53,31.4,19.6,63.3,200,162.1,220.6,228.2,0.19,0.15,0.16,0.14,0.12,0.18,279.68459,265.22121,134.793,0.994942,105.518,94.0941,2901.421825
980,39.29,101.6,1525.33,189.73,222.19,31.8,19.5,62.7,198.7,164.3,219.2,230.2,0.19,0.15,0.16,0.13,0.12,0.16,280.38486,265.24926,115.713,0.157853,110.984,93.8529,3447.50224
981,39.32,102.78,1421.24,194.32,220.49,25.2,18.9,52.9,199.1,170.8,219,227.6,0.18,0.16,0.19,0.13,0.12,0.18,280.66343,264.85884,97.6538,0.0305024,116.467,93.1198,3596.37267
982,39.33,103.96,1325.29,194.57,220.36,24.9,19.5,52.7,198.6,171.9,219.1,227.2,0.19,0.17,0.2,0.14,0.13,0.18,281.19529,265.1584,103.256,0.000133156,118.242,94.7648,3522.4807
983,39.34,105.14,1264.79,195.51,220.52,24.4,19.3,53,199.5,169.5,219.7,225.4,0.19,0.17,0.21,0.14,0.14,0.18,281.67876,265.64794,128.665,0.357019,118.035,96.8425,3457.221233
984,39.33,106.32,1335.48,194.27,221.36,27.1,20.9,55.2,199.6,165.5,220.9,223.5,0.19,0.17,0.2,0.15,0.13,0.21,280.88316,265.32328,174.295,0.750282,114.523,99.2649,3230.723715
985,39.31,107.5,1374.05,200.41,223.39,21.9,20.1,35.6,203.1,176.9,224.3,216.1,0.19,0.17,0.28,0.14,0.13,0.21,280.33028,264.95031,227.719,1,112.909,104.258,3235.77094
986,39.29,108.68,1383.73,200.56,224.53,23,20.6,39.7,203.9,172.1,225.7,215.1,0.19,0.17,0.25,0.14,0.13,0.22,279.98975,264.71057,311.242,1.05821,112.205,108.473,3126.580378
987,39.25,109.86,1294.11,198.63,224.52,25.5,20.2,56,203.5,163.5,224.4,225.5,0.19,0.17,0.2,0.15,0.14,0.26,280.03377,264.6949,397.432,1.88612,112.049,106.161,3228.685145
988,39.2,111.04,1194.19,195.44,223.36,27.7,20.2,62.3,202.5,156,223.5,222.6,0.21,0.17,0.19,0.16,0.14,0.26,279.87818,264.21765,450.626,3.03436,113.423,102.346,3502.349365
989,39.14,112.21,1488.72,198.1,224.59,28.6,22.5,62.5,204.2,156.4,224.7,224,0.21,0.17,0.19,0.15,0.13,0.26,278.03916,263.27786,469.081,3.53526,107.803,104.972,2782.774023
990,39.07,113.38,1408.06,194.88,229.46,35.3,25.2,79.5,201.4,160.3,227.4,239.6,0.21,0.17,0.2,0.17,0.14,0.24,278.3253,263.82024,469.965,3.25198,106.404,103.743,2771.63365
991,38.99,114.55,597.385,191.09,227.95,37,26.5,76.9,199,155.9,225.5,238.2,0.22,0.18,0.18,0.17,0.15,0.22,282.76124,267.69259,460.472,2.60854,110.104,112.735,3929.942182
992,38.9,115.72,33.8857,189.01,228.66,39.1,28,84.3,197.2,149.9,225.7,242,0.24,0.2,0.21,0.19,0.17,0.25,285.8107,270.96127,492.902,2.77999,109.638,134.104,4662.884737
993,38.8,116.89,6.15789,202.08,228.43,25.6,22,87.7,204.2,163,226.3,263.1,0.23,0.21,0.26,0.17,0.16,0.14,285.8143,271.29299,523.656,3.60233,107.275,130.784,4707.258323
1012,35.54,77.84,5381.59,198.47,218.66,20.4,17,45.5,201.5,168.7,219.3,213.4,0.14,0.12,0.18,0.1,0.1,0.14,264.98525,252.0445,63.8125,1.06167,98.0421,77.6564,106.6572416
1013,35.78,78.93,5181.31,198.83,218.5,20.3,17.7,44.1,201.8,159.7,220,203.7,0.14,0.12,0.18,0.11,0.1,0.14,266.05731,253.0885,53.8228,0.378039,98.1819,92.013,110.337685
1014,36,80.02,4487.31,199.64,218.72,18.2,15.9,41,201.9,170.1,219.2,213.3,0.14,0.12,0.22,0.1,0.1,0.16,269.09521,255.9022,45.4325,0.0616186,98.948,94.6193,580.4208425
1015,36.22,81.12,3217.86,199.15,218.94,17.9,16,36.1,200.8,180.1,219,218.3,0.13,0.12,0.2,0.1,0.09,0.17,276.17238,262.4213,40.2598,0.00187058,101.011,79.5678,1999.57696
1016,36.43,82.22,3293.28,194.02,217.72,24.6,21.8,43.3,196.3,176.7,218.4,212.5,0.14,0.13,0.17,0.09,0.07,0.16,274.81373,261.0182,46.1959,0.00214266,101.585,91.5915,1949.374117
1017,36.62,83.33,3343,194.04,218.06,23.3,19.5,45.1,196.9,175.2,218.6,214.7,0.15,0.14,0.18,0.1,0.08,0.2,274.016258,260.1451,52.8977,0.000965251,102.16,98.8101,2010.019735
1018,36.81,84.44,3833.97,194.04,218.06,23.3,19.5,45.1,196.9,175.2,218.6,214.7,0.15,0.14,0.18,0.1,0.08,0.2,270.9811,257.4904,65.0373,0.0219365,99.9948,111.733,1728.81476
1019,36.99,85.56,4426.67,192.74,217.43,23.5,19.6,45,196.1,168.8,218.2,212.5,0.15,0.14,0.18,0.1,0.08,0.21,267.84958,254.9666,84.6112,0.0144729,96.4611,115.026,1114.808215
1020,37.15,86.69,4481.41,192.74,217.43,23.5,19.6,45,196.1,168.8,218.2,212.5,0.15,0.14,0.18,0.1,0.08,0.21,267.29248,254.7665,94.9277,0.000684932,94.2377,116.679,645.9865525
1021,37.31,87.82,4547.22,197.81,219.86,21.6,18.8,39.9,200.5,175.1,220.3,216.4,0.15,0.14,0.2,0.11,0.1,0.19,266.95741,254.8192,104.639,0.0196748,91.9079,116.667,562.1138725
1022,37.46,88.95,4293.92,196.87,218.95,21.7,20.1,34.1,198.4,181.8,219,218.9,0.14,0.13,0.18,0.11,0.1,0.17,268.19108,256.2453,100.43,0.00204569,90.5392,117.526,656.7110175
1023,37.59,90.09,4007.38,197.62,218.26,20.1,18.5,32.3,199.2,181.8,218.4,216.7,0.14,0.13,0.17,0.11,0.1,0.17,269.64822,257.8488,90.4264,0.00231418,89.4419,116.445,900.478755
1024,37.72,91.23,3510.89,197.62,218.26,20.1,18.5,32.3,199.2,181.8,218.4,216.7,0.14,0.13,0.17,0.11,0.1,0.17,272.02162,260.0423,69.7793,0.00169872,90.5627,114.749,1349.573922
1025,37.84,92.38,2831.87,201.02,216.22,14.1,12.6,25.9,202.4,189.4,216.7,213.2,0.11,0.11,0.1,0.08,0.08,0.06,276.15478,263.2418,33.6148,0,96.9064,116.795,1986.252035
1026,37.95,93.53,2741.35,201.02,216.22,14.1,12.6,25.9,202.4,189.4,216.7,213.2,0.11,0.11,0.1,0.08,0.08,0.06,276.70437,263.44909,24.1488,0,99.7302,114.565,2038.31319
1027,38.04,94.68,3249.36,201.02,216.22,14.1,12.6,25.9,202.4,189.4,216.7,213.2,0.11,0.11,0.1,0.08,0.08,0.06,274.29096,261.4611,59.7041,0.55333,97.1399,98.8027,1712.13006
1028,38.13,95.83,4320.1,189.51,224.94,35.9,17.3,64.3,204.6,162.3,222.5,229,0.18,0.12,0.14,0.12,0.09,0.17,268.00813,256.2062,167.374,1.21838,90.6192,99.3373,733.503345
1029,38.21,96.99,4338.22,192.99,225.45,33.4,18.5,64.3,204.4,162.3,223.9,229,0.17,0.11,0.14,0.12,0.09,0.17,267.31047,255.4187,233.727,1.41518,90.5226,99.9868,506.1465325
1030,38.27,98.15,4251.08,201.53,223.09,21.1,18.3,45.9,204.2,168.2,223.8,216.6,0.13,0.11,0.17,0.1,0.09,0.19,267.10806,255.1533,295.192,1.00256,90.3103,102.707,360.8719375
1031,38.33,99.31,3921.8,195,224.07,29.2,18.8,63,202.7,161.8,223.1,227.4,0.16,0.12,0.15,0.12,0.1,0.18,268.37507,256.5654,336.78,0.952278,88.5115,103.64,430.64742
1032,38.37,100.48,2873.06,194.91,224.38,29.7,19,63.3,203.1,161.1,223.6,227.1,0.16,0.12,0.15,0.13,0.11,0.19,273.641641,261.3067,311.24,1.00519,90.938,99.029,853.331405
1033,38.41,101.64,2275.49,189.85,222.48,32.3,19.8,64.2,199.3,161.5,220.1,229,0.19,0.15,0.16,0.14,0.12,0.19,276.87402,263.72099,272.452,1.04068,96.6816,93.3207,1869.990035
1034,38.43,102.81,1444.83,190.42,222.06,30.8,19.3,62.1,199.3,163.9,219.5,229.3,0.2,0.17,0.17,0.15,0.14,0.18,281.13996,266.15699,137.013,0.635091,109.776,91.9392,3426.72965
1035,38.45,103.97,1380.97,195.03,220.84,25.1,19.5,52.8,199.3,171.4,219.8,226.4,0.19,0.18,0.2,0.14,0.14,0.18,281.59633,266.39116,140.083,0.533347,111.46,96.9588,3506.556808
1036,38.45,105.14,1398.94,195.51,220.52,24.4,19.3,53,199.5,169.5,219.7,225.4,0.19,0.17,0.21,0.14,0.14,0.18,281.69176,266.52085,174.352,1.04683,110.875,95.4145,3462.966808
1037,38.45,106.31,1276.8,194.61,221.33,26.8,20.8,54.8,199.8,165.8,220.9,223.2,0.19,0.17,0.19,0.15,0.13,0.21,281.20683,266.32293,214.89,1.14871,108.543,94.4994,3096.424633
1038,38.43,107.47,1385.38,199.19,222.2,22.1,19.4,40.1,202.6,173.7,223,216.5,0.18,0.16,0.24,0.13,0.12,0.2,280.79071,265.97246,265.924,1.02828,108.465,98.3698,3195.807585
1039,38.4,108.64,1306.29,199.38,222.91,24.7,19.8,56.5,203,168.3,224.2,213.4,0.2,0.16,0.3,0.14,0.12,0.25,281.11424,266.1715,344.097,1.78303,109.526,103.194,3283.860693
1040,38.36,109.8,1176.91,202.78,223.63,23.2,19,64.4,204.8,172.5,225.2,206,0.19,0.17,0.37,0.15,0.13,0.26,281.20431,265.99476,421.743,2.29301,110.52,100.106,3670.238103
1041,38.32,110.97,1208.14,196.09,227.14,33.7,25.4,65.9,205.1,152,227.8,223.8,0.23,0.18,0.17,0.18,0.14,0.3,280.43038,265.26373,483.626,3.30556,109.853,98.1936,3440.194482
1042,38.26,112.13,1359.46,196.32,226.45,32.1,23.8,69.1,203.4,156.7,225.5,231.2,0.22,0.18,0.2,0.17,0.15,0.25,279.46082,265.04077,463.686,3.75784,105.537,103.241,2939.975155
1043,38.19,113.29,1022.89,194.38,229.49,36.4,25.5,80.6,201.5,158.9,227.5,238.9,0.21,0.17,0.21,0.17,0.15,0.25,281.30899,267.1917,438.343,2.16018,103.724,110.712,3469.5743
1044,38.11,114.44,218.865,190.87,233.12,42.7,29.3,86.4,200.8,154.3,230.4,243.4,0.25,0.2,0.2,0.19,0.17,0.27,285.5667,271.24875,484.363,3.13068,105.3,113.488,4659.656098
1045,38.02,115.6,24.9459,196.74,230.24,33.1,27.4,72,200.1,172.4,227.1,251.1,0.22,0.2,0.27,0.14,0.13,0.11,286.1642,271.44697,429.858,3.86379,109.259,121.948,4782.44662
1046,37.92,116.75,13.2778,197.32,227.94,31.5,22.4,99.2,203,146.7,225,251,0.28,0.24,0.24,0.2,0.19,0.21,286.3915,272.09919,516.602,4.12012,105.554,120.946,4773.141193
1047,37.81,117.9,5.94737,196.85,226.38,30.5,21.3,99.2,202.5,148.7,223.4,250.4,0.28,0.24,0.26,0.2,0.19,0.22,285.8106,271.63261,575.593,4.75846,103.873,115.742,4695.825075
1050,37.42,121.32,101.393,188.92,228.52,38.6,26.2,95.7,197.6,144.6,225.6,242.5,0.31,0.27,0.24,0.23,0.22,0.26,284.7608,272.357777,679.559,9.26975,93.4535,93.9518,4442.083035
1066,34.92,79.22,5309.97,201.91,219.13,16.9,14.7,39.2,204.3,171,220.1,208.8,0.12,0.11,0.15,0.1,0.1,0.14,265.92247,253.5818,57.6279,1.05093,95.0947,95.0195,78.49813669
1067,35.15,80.3,5309.78,201.53,219.27,16.9,14.7,38.8,203.7,174,219.9,213,0.13,0.11,0.18,0.1,0.1,0.14,265.80376,253.4158,52.6563,0.366426,95.5882,103.973,58.0009425
1068,35.36,81.38,5451.12,201.99,219.36,16.1,14.2,37,203.7,179.5,219.6,216.4,0.12,0.11,0.15,0.1,0.1,0.15,264.55947,252.3022,62.0691,0.260011,94.6984,108.638,64.8285375
1069,35.56,82.48,5178.08,202.42,220.12,17.5,15.5,39.3,204.2,179,220.7,213.2,0.12,0.11,0.14,0.1,0.09,0.14,265.53647,253.2527,66.5337,0.140131,94.2078,108.635,205.923905
1070,35.76,83.57,5051.39,203.07,223.01,19.2,16,54.5,204.5,182.2,222.6,228.6,0.13,0.12,0.2,0.1,0.1,0.17,266.10497,253.8461,75.0232,6.97E-05,93.5154,109.28,403.008985
1071,35.94,84.68,4982.92,199.41,221.13,20.8,17,50.3,201.7,176.8,221.2,220.2,0.14,0.12,0.2,0.1,0.09,0.19,266.08131,253.9253,86.9418,0,92.589,112.232,583.1133925
1072,36.12,85.78,5036.14,198.98,220.74,20.7,16.8,50.5,201.4,172.7,220.9,219.1,0.14,0.12,0.2,0.11,0.1,0.2,265.51903,253.563,101.071,0.00992091,91.215,113.939,553.205255
1073,36.28,86.9,5084.4,200.08,221.03,20.1,17,47.9,202.2,172.7,221.2,219.5,0.14,0.12,0.22,0.11,0.1,0.2,265.22178,253.5059,114.499,0.0314296,89.6879,115.71,362.60334
1074,36.44,88.01,4964.65,200.08,221.03,20.1,17,47.9,202.2,172.7,221.2,219.5,0.14,0.12,0.22,0.11,0.1,0.2,265.49422,253.9846,123.416,0.00532062,88.3375,116.237,320.56237
1075,36.58,89.13,4748,198.5,219.24,19.5,18.2,32,199.9,180.4,219.7,214.1,0.14,0.13,0.19,0.11,0.1,0.17,266.53963,255.1684,125.686,0,87.3093,116.539,358.63291
1076,36.72,90.26,4550.61,201.17,221.57,20.5,18.6,40.7,202.8,180.9,221.5,222.4,0.13,0.12,0.15,0.1,0.1,0.11,267.45195,256.2297,124.197,0.00137807,86.2731,116.225,500.26225
1077,36.85,91.39,4391.26,199.45,217.93,17.9,16.5,28.6,200.8,187,218.2,215.7,0.13,0.12,0.15,0.09,0.09,0.12,268.31695,257.1461,117.414,0.0196604,86.0241,114.967,638.3147025
1078,36.96,92.52,3276.51,201.02,216.22,14.1,12.6,25.9,202.4,189.4,216.7,213.2,0.11,0.11,0.1,0.08,0.08,0.06,274.104529,261.9042,65.515,0.00699973,92.2719,113.053,1656.709713
1079,37.07,93.66,2755.91,200.77,216.89,14.9,13.2,27.6,202.2,189.8,217.2,215,0.11,0.1,0.1,0.07,0.08,0.06,277.15057,264.14485,36.0822,0,97.5919,101.239,2108.220283
1080,37.16,94.8,2804.51,202.64,218.06,13.6,11.4,30.7,204.5,187.6,217.9,219.1,0.12,0.12,0.14,0.1,0.1,0.1,277.4,264.34932,45.0596,0.244849,97.7139,93.1017,2201.383598
1081,37.25,95.94,3198.94,204.29,219.68,13.7,11.5,31.7,206.1,188.2,219.5,221.1,0.13,0.12,0.15,0.09,0.09,0.1,275.23416,262.5359,114.346,1.39204,95.0042,91.2711,1775.54367
1082,37.32,97.09,3431.67,204.7,220.55,14.6,12.2,33.5,206.6,188.1,220.1,223.8,0.13,0.12,0.17,0.1,0.1,0.1,274.35188,261.7469,184.341,2.05382,93.7424,90.2199,1762.414193
1083,37.39,98.23,3843.6,201.75,218.69,16.3,14.4,33.7,203.5,181.3,218.9,216.9,0.12,0.11,0.18,0.1,0.1,0.14,271.33301,259.4191,243.427,1.69808,89.6132,93.7506,1006.08882
1084,37.44,99.38,3732.14,202.19,221.67,17.9,16,39.8,203.8,180,221.8,220.2,0.13,0.12,0.15,0.1,0.1,0.13,270.63601,259.0836,306.769,1.00055,86.3301,100.342,780.2503225
1085,37.49,100.53,3617.45,195.06,222.7,27.8,18.4,65.8,201.9,159.1,221.7,227.3,0.16,0.13,0.12,0.13,0.12,0.19,271.03176,259.9832,411.16,1.07961,81.7726,100.156,680.7472725
1086,37.52,101.68,3386.09,194.28,222.91,29.4,20.1,64.2,201.5,158.7,222.3,225.2,0.17,0.13,0.14,0.14,0.12,0.2,272.09373,261.075,475.235,1.69476,81.8189,94.1412,905.9924375
1087,37.55,102.83,2292.91,194.85,222.86,28.7,20.5,63.6,201.1,161.7,221.7,228,0.18,0.15,0.15,0.13,0.12,0.19,276.91923,264.53886,332.596,1.87686,91.418,90.867,2128.400067
1088,37.56,103.99,1687.71,193.36,222.95,29.6,19.1,63.5,200.6,164.3,220.7,230.7,0.18,0.15,0.17,0.14,0.12,0.18,280.61441,266.58171,214.337,1.11761,102.578,95.5453,3060.81807
1089,37.57,105.14,1474.33,188.9,223.69,34.8,22.1,69.3,198,160.8,220.5,232.7,0.2,0.17,0.16,0.16,0.14,0.18,281.53128,267.21655,212.305,1.00284,103.932,95.9461,3271.301365
1090,37.56,106.29,1362.8,190.21,222.93,32.9,22,67.9,198.2,160.7,220.6,230.7,0.2,0.17,0.16,0.15,0.14,0.19,281.43427,267.34227,263.537,1.34935,102.326,92.6072,3295.430905
1091,37.54,107.44,1493.8,198.57,221.5,22.2,17.8,50.3,202.8,165.8,221.7,219.7,0.19,0.16,0.23,0.15,0.13,0.26,280.72482,266.79452,326.98,1.78108,102.007,91.5095,3284.24412
1092,37.52,108.6,1397,201.14,224.44,25.3,19.5,66.1,205,160.9,225.7,213.9,0.21,0.17,0.31,0.16,0.14,0.31,280.97776,266.91231,393.711,2.00204,102.905,95.2045,3161.41633
1093,37.48,109.75,1139.74,197.4,229.62,35.5,23.1,86.8,202.7,169.1,226.4,244.1,0.2,0.16,0.27,0.16,0.15,0.2,281.77257,267.34039,462.023,2.19487,104.587,93.5856,3604.449435
1094,37.43,110.9,1135.6,191.11,224.4,36.6,27.3,72.3,200.1,148.6,223.9,226.6,0.22,0.18,0.16,0.18,0.15,0.31,281.5878,267.22413,505.35,3.28158,103.99,92.8885,3548.439208
1095,37.37,112.04,1111.37,191.64,226.72,36.2,26.3,73.9,198.9,158.1,224.2,237.1,0.22,0.19,0.2,0.18,0.17,0.23,281.63945,267.86384,490.897,3.97085,100.667,96.827,3319.751387
1096,37.31,113.19,1240.46,191.01,228.19,37.7,26.1,79.4,199,158.3,224.1,243.4,0.23,0.2,0.21,0.19,0.18,0.2,280.79624,267.21023,539.429,3.45375,99.3663,103.177,3183.09733
1097,37.23,114.33,341.886,189.67,229.67,38.9,26.2,84.5,198.4,154,226.5,242.4,0.25,0.21,0.21,0.21,0.18,0.27,285.0884,271.15498,556.506,3.86683,102.651,108.327,4409.48624
1098,37.14,115.48,30.9474,197.78,225.24,27.8,23.3,74.3,200.4,169.6,222.6,252.6,0.23,0.22,0.25,0.17,0.16,0.13,286.2964,271.57402,500.604,4.63994,108.1,116.479,4849.181715
1099,37.04,116.61,29.9714,194.58,229.1,34,23.4,86.5,202.6,150.1,226.4,243.8,0.29,0.25,0.25,0.22,0.2,0.27,287.2118,273.1399157,519.979,5.39522,103.021,117.141,4882.258048
1100,36.93,117.75,92.1892,194.91,229.69,34.8,23.2,87.8,203.7,148.7,226.9,244.6,0.31,0.26,0.27,0.23,0.2,0.32,286.3988,272.298472,617.379,6.4477,102.987,111.572,4727.585005
1101,36.82,118.88,48.4595,195.62,230.97,36,23.6,89.9,204.7,148.5,228.3,243.5,0.33,0.27,0.29,0.22,0.21,0.27,285.8088,271.79289,651.457,8.09081,102.596,103.567,4694.050404
1102,36.69,120.01,51,188.75,229.84,42,27.6,97.9,198.3,144.5,227.1,241.9,0.32,0.27,0.27,0.23,0.21,0.3,285.1966,271.8682,686.887,9.00902,98.8501,96.3583,4562.196989
